chr	start	end	local_h2g	pos	color
2	24729535	24729680	146	118094062	black
2	24729681	24730272	592	118094654	black
2	24730259	24732499	2241	118096881	black
2	24732500	24733091	592	118097473	black
2	24733092	24735574	2483	118099956	black
2	24735575	24738205	2631	118102587	black
2	24738175	24738280	106	118102662	black
2	24738282	24738842	561	118103224	black
2	24738895	24738968	74	118103350	black
2	24739022	24739154	133	118103536	black
2	24739282	24740587	1306	118104969	black
2	24740588	24740755	168	118105137	black
2	24740810	24741971	1162	118106353	black
2	24741680	24742008	329	118106390	black
2	24742009	24743630	1622	118108012	black
2	24743631	24743843	213	118108225	black
2	24743697	24744015	319	118108397	black
2	24743841	24744168	328	118108550	black
2	24744790	24744899	110	118109281	black
2	24745211	24748392	3182	118112774	black
2	24748393	24748930	538	118113312	black
2	24748915	24749108	194	118113490	black
2	24749173	24753842	4670	118118224	black
2	24753843	24754378	536	118118760	black
2	24754379	24754494	116	118118876	black
2	24754380	24754992	613	118119374	black
2	24754976	24757638	2663	118122020	black
2	24757639	24760379	2741	118124761	black
2	24760380	24761138	759	118125520	black
2	24761134	24762188	1055	118126570	black
2	24761139	24761488	350	118125870	black
2	24762189	24762789	601	118127171	black
2	24762776	24765017	2242	118129399	black
2	24765018	24765608	591	118129990	black
2	24765551	24765568	18	118129950	black
2	24765569	24765926	358	118130308	black
2	24765927	24768482	2556	118132864	black
2	24768483	24768576	94	118132958	black
2	24768578	24769137	560	118133519	black
2	24769194	24769263	70	118133645	black
2	24769317	24769449	133	118133831	black
2	24769577	24770882	1306	118135264	black
2	24770883	24771050	168	118135432	black
2	24771105	24772199	1095	118136581	black
2	24771975	24772303	329	118136685	black
2	24772304	24773924	1621	118138306	black
2	24773925	24774137	213	118138519	black
2	24774024	24774309	286	118138691	black
2	24774135	24774462	328	118138844	black
2	24775083	24775192	110	118139574	black
2	24775509	24775567	59	118139949	black
2	24775517	24775866	350	118140248	black
2	24775556	24779218	3663	118143600	black
2	24779220	24779388	169	118143770	black
2	24779389	24779989	601	118144371	black
2	24779976	24782047	2072	118146429	black
2	24782048	24783938	1891	118148320	black
2	24783925	24784030	106	118148412	black
2	24784032	24784592	561	118148974	black
2	24784649	24784718	70	118149100	black
2	24784772	24784904	133	118149286	black
2	24785032	24786338	1307	118150720	black
2	24786339	24786506	168	118150888	black
2	24786561	24787655	1095	118152037	black
2	24787431	24787759	329	118152141	black
2	24787760	24789380	1621	118153762	black
2	24789381	24789593	213	118153975	black
2	24789480	24789765	286	118154147	black
2	24789591	24789918	328	118154300	black
2	24790539	24790648	110	118155030	black
2	24790964	24791022	59	118155404	black
2	24790972	24791321	350	118155703	black
2	24791011	24792326	1316	118156708	black
2	24792326	24794875	2549	118159256	red
2	25237376	25237379	4	118601761	black
2	25237379	25238469	1090	118602850	red
2	25238369	25238825	457	118603207	black
2	25238470	25239786	1317	118604168	black
2	25238825	25238922	97	118603303	red
2	25239262	25239983	722	118604365	black
2	25239984	25240034	51	118604416	black
2	25240090	25241006	917	118605388	black
2	25241083	25241534	452	118605916	black
2	25241687	25243059	1373	118607441	black
2	25243052	25243503	452	118607885	black
2	25243108	25243751	644	118608133	black
2	25244068	25244203	136	118608585	black
2	25244617	25244957	341	118609339	black
2	25244787	25245507	721	118609889	black
2	25245441	25246329	889	118610711	black
2	25245646	25246797	1152	118611179	black
2	25246584	25247174	591	118611556	black
2	25247175	25248275	1101	118612657	black
2	25248276	25248306	31	118612688	black
2	25248307	25248661	355	118613043	black
2	25248398	25248702	305	118613084	black
2	25248719	25248768	50	118613150	black
2	25248779	25248835	57	118613217	black
2	25250220	25250294	75	118614676	black
2	25251936	25252089	154	118616471	black
2	25252086	25253170	1085	118617552	black
2	25252271	25253701	1431	118618083	black
2	25253081	25253394	314	118617776	black
2	25253395	25254433	1039	118618815	black
2	25254141	25254853	713	118619235	black
2	25254718	25255400	683	118619782	black
2	25255408	25255749	342	118620131	black
2	25255578	25256516	939	118620898	black
2	25255750	25256180	431	118620562	black
2	25256223	25256704	482	118621086	black
2	25256569	25256889	321	118621271	black
2	25256900	25257114	215	118621496	black
2	25256951	25257569	619	118621951	black
2	25257223	25258220	998	118622602	black
2	25257386	25258567	1182	118622949	black
2	25257897	25258612	716	118622994	black
2	25258250	25258969	720	118623351	black
2	25258613	25258757	145	118623139	black
2	25258618	25259170	553	118623552	black
2	25258970	25259176	207	118623558	black
2	25259161	25259179	19	118623561	black
2	25259180	25260657	1478	118625039	black
2	25259816	25261615	1800	118625997	black
2	25259922	25262033	2112	118626415	black
2	25260129	25260503	375	118624885	black
2	25260504	25262469	1966	118626851	black
2	25260658	25260874	217	118625256	black
2	25262473	25262674	202	118627056	black
2	25262667	25263613	947	118627995	black
2	25263312	25263781	470	118628163	black
2	25263734	25263786	53	118628168	black
2	25263787	25263852	66	118628234	black
2	25263853	25263947	95	118628329	black
2	25263952	25264056	105	118628438	black
2	25264057	25264067	11	118628449	black
2	25264061	25265115	1055	118629497	black
2	25265009	25265146	138	118629528	black
2	25265149	25265350	202	118629732	black
2	25265272	25265301	30	118629683	black
2	25265302	25265756	455	118630138	black
2	25265529	25265914	386	118630296	black
2	25265915	25265933	19	118630315	black
2	25265924	25266166	243	118630548	black
2	25266184	25266237	54	118630619	black
2	25266230	25266276	47	118630658	black
2	25266277	25267168	892	118631550	black
2	25266849	25268074	1226	118632456	black
2	25268074	25269118	1045	118633500	black
2	25268628	25269134	507	118633516	black
2	25269041	25269147	107	118633529	black
2	25269134	25269390	257	118633772	black
2	25269788	25269844	57	118634226	black
2	25270146	25270484	339	118634866	black
2	25270728	25270960	233	118635342	black
2	25271038	25271257	220	118635639	black
2	25272542	25272557	16	118636939	black
2	25272558	25272872	315	118637254	black
2	25272867	25273482	616	118637864	black
2	25272873	25272931	59	118637313	black
2	25273631	25273862	232	118638244	black
2	25273862	25274044	183	118638426	black
2	25274045	25274086	42	118638468	black
2	25274087	25275889	1803	118640271	black
2	25275521	25277230	1710	118641612	black
2	25275890	25276627	738	118641009	black
2	25275890	25276284	395	118640666	black
2	25276867	25277695	829	118642077	black
2	25277279	25278384	1106	118642766	black
2	25278366	25282503	4138	118646885	black
2	25281989	25282084	96	118646466	black
2	25282085	25282479	395	118646861	black
2	25282480	25282525	46	118646907	black
2	25282526	25282665	140	118647047	black
2	25282666	25282696	31	118647078	black
2	25282697	25282861	165	118647243	black
2	25282862	25282946	85	118647328	black
2	25282947	25285010	2064	118649392	black
2	25283372	25285185	1814	118649567	black
2	25283557	25284436	880	118648818	black
2	25284437	25285802	1366	118650184	black
2	25284437	25284700	264	118649082	black
2	25285675	25285757	83	118650139	black
2	25285758	25285809	52	118650191	black
2	25285848	25286044	197	118650426	black
2	25285892	25286338	447	118650720	black
2	25286308	25286870	563	118651252	black
2	25286815	25287056	242	118651438	black
2	25286874	25287104	231	118651486	black
2	25286909	25287203	295	118651585	black
2	25287105	25287734	630	118652116	black
2	25287731	25287919	189	118652301	black
2	25287753	25288704	952	118653086	black
2	25288396	25288942	547	118653324	black
2	25288943	25289783	841	118654165	black
2	25288943	25289174	232	118653556	black
2	25289782	25289929	148	118654311	black
2	25290274	25290290	17	118654672	black
2	25290291	25291074	784	118655456	black
2	25291075	25291103	29	118655485	black
2	25291104	25292827	1724	118657209	black
2	25292666	25292849	184	118657231	black
2	25292845	25293065	221	118657447	black
2	25293075	25293240	166	118657622	black
2	25296570	25296678	109	118661060	black
2	25296822	25296954	133	118661336	black
2	25297202	25297238	37	118661620	black
2	25297239	25297516	278	118661898	black
2	25298045	25298975	931	118663357	black
2	25299457	25299783	327	118664165	black
2	25299811	25299990	180	118664372	black
2	25300023	25300100	78	118664482	black
2	25300101	25300301	201	118664683	black
2	25300511	25301278	768	118665660	black
2	25301649	25301678	30	118666060	black
2	25301679	25301717	39	118666099	black
2	25301772	25301824	53	118666206	black
2	25304764	25304817	54	118669199	black
2	25306248	25306424	177	118670806	black
2	25306422	25306500	79	118670882	black
2	25306516	25306591	76	118670973	black
2	25306528	25306825	298	118671207	black
2	25306758	25306889	132	118671271	black
2	25307293	25309522	2230	118673904	black
2	25309165	25311780	2616	118676162	black
2	25311767	25312741	975	118677123	black
2	25312727	25315685	2959	118680067	black
2	25315577	25315702	126	118680084	black
2	25315681	25315874	194	118680256	black
2	25315875	25318569	2695	118682951	black
2	25316878	25318365	1488	118682747	black
2	25318366	25319499	1134	118683881	black
2	25319500	25322231	2732	118686613	black
2	25322234	25323378	1145	118687760	black
2	25323383	25323950	568	118688332	black
2	25323951	25325266	1316	118689648	black
2	25324743	25325464	722	118689846	black
2	25325465	25325515	51	118689897	black
2	25325571	25326487	917	118690869	black
2	25326564	25327015	452	118691397	black
2	25327168	25328540	1373	118692922	black
2	25328533	25328984	452	118693366	black
2	25328589	25329116	528	118693498	black
2	25329140	25329232	93	118693614	black
2	25329549	25329684	136	118694066	black
2	25330098	25330438	341	118694820	black
2	25330268	25330988	721	118695370	black
2	25330922	25331810	889	118696192	black
2	25331127	25332278	1152	118696660	black
2	25332065	25332655	591	118697037	black
2	25332656	25333756	1101	118698138	black
2	25333757	25333789	33	118698171	black
2	25333790	25334144	355	118698526	black
2	25333881	25334185	305	118698567	black
2	25334202	25334251	50	118698633	black
2	25334262	25334318	57	118698700	black
2	25335704	25335778	75	118700160	black
2	25337419	25337573	155	118701955	black
2	25337570	25338654	1085	118703036	black
2	25337755	25339185	1431	118703567	black
2	25338565	25338878	314	118703260	black
2	25338879	25339917	1039	118704299	black
2	25339625	25340337	713	118704719	black
2	25340202	25340884	683	118705266	black
2	25340892	25341233	342	118705615	black
2	25341062	25342000	939	118706382	black
2	25341234	25341664	431	118706046	black
2	25341707	25342188	482	118706570	black
2	25342053	25342373	321	118706755	black
2	25342384	25342598	215	118706980	black
2	25342435	25343053	619	118707435	black
2	25342707	25343704	998	118708086	black
2	25342870	25344051	1182	118708433	black
2	25343381	25344096	716	118708478	black
2	25343734	25344453	720	118708835	black
2	25344097	25344241	145	118708623	black
2	25344102	25344654	553	118709036	black
2	25344454	25344660	207	118709042	black
2	25344645	25344663	19	118709045	black
2	25344664	25346141	1478	118710523	black
2	25345300	25347099	1800	118711481	black
2	25345406	25347517	2112	118711899	black
2	25345613	25345987	375	118710369	black
2	25345988	25347953	1966	118712335	black
2	25346142	25346358	217	118710740	black
2	25347957	25348158	202	118712540	black
2	25348151	25349097	947	118713479	black
2	25348828	25349265	438	118713647	black
2	25349218	25349270	53	118713652	black
2	25349271	25349336	66	118713718	black
2	25349337	25349431	95	118713813	black
2	25349436	25349540	105	118713922	black
2	25349545	25350599	1055	118714981	black
2	25350493	25350630	138	118715012	black
2	25350633	25350834	202	118715216	black
2	25350756	25350785	30	118715167	black
2	25350786	25351240	455	118715622	black
2	25351013	25351398	386	118715780	black
2	25351399	25351417	19	118715799	black
2	25351408	25351653	246	118716035	black
2	25351671	25351724	54	118716106	black
2	25351717	25351763	47	118716145	black
2	25351764	25352655	892	118717037	black
2	25352336	25353553	1218	118717935	black
2	25353553	25354597	1045	118718979	black
2	25354107	25354613	507	118718995	black
2	25354520	25354626	107	118719008	black
2	25354613	25354869	257	118719251	black
2	25355267	25355323	57	118719705	black
2	25355625	25355963	339	118720345	black
2	25356207	25356439	233	118720821	black
2	25356517	25356736	220	118721118	black
2	25358021	25358036	16	118722418	black
2	25358037	25358351	315	118722733	black
2	25358346	25358961	616	118723343	black
2	25358352	25358410	59	118722792	black
2	25359110	25359341	232	118723723	black
2	25359341	25359521	181	118723903	black
2	25359522	25359549	28	118723931	black
2	25359550	25361351	1802	118725733	black
2	25360983	25362692	1710	118727074	black
2	25361352	25362089	738	118726471	black
2	25361352	25361746	395	118726128	black
2	25362329	25363157	829	118727539	black
2	25362741	25363846	1106	118728228	black
2	25363828	25367965	4138	118732347	black
2	25367450	25367545	96	118731927	black
2	25367546	25367941	396	118732323	black
2	25367942	25368111	170	118732493	black
2	25368112	25368127	16	118732509	black
2	25368128	25368158	31	118732540	black
2	25368159	25368321	163	118732703	black
2	25368322	25368406	85	118732788	black
2	25368407	25370470	2064	118734852	black
2	25368832	25370645	1814	118735027	black
2	25369017	25369896	880	118734278	black
2	25369897	25371262	1366	118735644	black
2	25369897	25370160	264	118734542	black
2	25371135	25371217	83	118735599	black
2	25371218	25371269	52	118735651	black
2	25371308	25371504	197	118735886	black
2	25371352	25371798	447	118736180	black
2	25371768	25372330	563	118736712	black
2	25372275	25372516	242	118736898	black
2	25372334	25372564	231	118736946	black
2	25372369	25372663	295	118737045	black
2	25372565	25373194	630	118737576	black
2	25373191	25373379	189	118737761	black
2	25373213	25374164	952	118738546	black
2	25373856	25374402	547	118738784	black
2	25374403	25375243	841	118739625	black
2	25374403	25374634	232	118739016	black
2	25375242	25375389	148	118739771	black
2	25375734	25375750	17	118740132	black
2	25375751	25376534	784	118740916	black
2	25376535	25376561	27	118740943	black
2	25376562	25378286	1725	118742668	black
2	25378125	25378308	184	118742690	black
2	25378304	25378524	221	118742906	black
2	25378534	25378699	166	118743081	black
2	25382029	25382137	109	118746519	black
2	25382281	25382413	133	118746795	black
2	25382661	25382697	37	118747079	black
2	25382698	25382975	278	118747357	black
2	25383504	25384434	931	118748816	black
2	25384916	25385242	327	118749624	black
2	25385270	25385449	180	118749831	black
2	25385482	25385559	78	118749941	black
2	25385560	25385760	201	118750142	black
2	25385970	25386737	768	118751119	black
2	25387108	25387161	54	118751543	black
2	25387162	25387202	41	118751584	black
2	25387257	25387309	53	118751691	black
2	25390249	25390302	54	118754684	black
2	25391733	25391909	177	118756291	black
2	25391907	25391985	79	118756367	black
2	25392001	25392076	76	118756458	black
2	25392013	25392310	298	118756692	black
2	25392243	25392374	132	118756756	black
2	25392778	25395007	2230	118759389	black
2	25394650	25397265	2616	118761647	black
2	25397252	25398226	975	118762608	black
2	25398212	25401169	2958	118765551	black
2	25401061	25401186	126	118765568	black
2	25401165	25401358	194	118765740	black
2	25401359	25404053	2695	118768435	black
2	25402362	25403849	1488	118768231	black
2	25403850	25404983	1134	118769365	black
2	25404984	25407715	2732	118772097	black
2	25407718	25408862	1145	118773244	black
2	25408867	25409434	568	118773816	black
2	32202224	32202369	146	125566751	black
2	32202369	32202692	323	125567073	red
2	32202678	32202829	152	125567211	black
2	32202694	32202858	165	125567240	black
2	32202871	32203230	360	125567612	black
2	32203230	32203416	187	125567798	black
2	32203333	32203436	104	125567818	black
2	32204339	32204502	164	125568884	black
2	32204504	32204570	67	125568952	black
2	32204592	32204704	113	125569086	black
2	32204789	32204974	186	125569356	black
2	32205056	32205107	52	125569489	black
2	32205119	32205283	165	125569665	black
2	32205449	32205668	220	125570050	black
2	32205670	32205988	319	125570370	black
2	32205924	32206004	81	125570386	black
2	32206005	32206176	172	125570558	black
2	32206601	32206930	330	125571312	black
2	32207229	32207377	149	125571759	black
2	32207470	32207707	238	125572089	black
2	32207642	32207734	93	125572116	black
2	32207735	32207927	193	125572309	black
2	32207927	32208165	239	125572547	black
2	32207928	32207988	61	125572370	black
2	32208056	32208217	162	125572599	black
2	32208201	32208215	15	125572597	black
2	32208216	32208456	241	125572838	black
2	32208480	32208671	192	125573053	black
2	32208566	32208684	119	125573066	black
2	32209159	32209202	44	125573584	black
2	32209429	32210618	1190	125575000	black
2	32210664	32211179	516	125575561	black
2	32211201	32211303	103	125575685	black
2	32211287	32211549	263	125575931	black
2	32211480	32212080	601	125576462	black
2	32211645	32212300	656	125576682	black
2	32212335	32212615	281	125576997	black
2	32212605	32212878	274	125577260	black
2	32212723	32212897	175	125577279	black
2	32212913	32214379	1467	125578761	black
2	32214420	32214749	330	125579131	black
2	32215013	32215224	212	125579606	black
2	32215226	32215815	590	125580197	black
2	32215849	32215931	83	125580313	black
2	32216101	32216319	219	125580701	black
2	32216348	32216526	179	125580908	black
2	32216758	32216842	85	125581224	black
2	32216864	32216978	115	125581360	black
2	32217900	32218416	517	125582798	black
2	32218417	32222561	4145	125586943	black
2	32222562	32223087	526	125587469	black
2	32223626	32223912	287	125588294	black
2	32223917	32227984	4068	125592366	black
2	32227970	32227998	29	125592380	black
2	32227987	32228273	287	125592655	black
2	32228278	32228694	417	125593076	black
2	32228948	32229602	655	125593984	black
2	32229648	32230327	680	125594709	black
2	32230328	32230415	88	125594797	black
2	32230415	32231568	1154	125595950	black
2	32231741	32231860	120	125596242	black
2	32233008	32233055	48	125597437	black
2	32234356	32234684	329	125599066	black
2	32234680	32234698	19	125599080	black
2	32234699	32234779	81	125599161	black
2	32234782	32234874	93	125599256	black
2	32234877	32234923	47	125599305	black
2	32234895	32234980	86	125599362	black
2	32236729	32236822	94	125601204	black
2	32238058	32238144	87	125602526	black
2	32238636	32238675	40	125603057	black
2	32239278	32241448	2171	125605830	black
2	32241487	32242331	845	125606713	black
2	32242481	32242775	295	125607157	black
2	32242532	32243169	638	125607551	black
2	32243523	32243940	418	125608322	black
2	32244948	32245120	173	125609502	black
2	32245121	32245230	110	125609612	black
2	32245235	32245530	296	125609912	black
2	32248176	32248225	50	125612607	black
2	32248427	32248485	59	125612867	black
2	32248486	32248510	25	125612892	black
2	32249806	32250296	491	125614678	black
2	32250381	32250704	324	125615086	black
2	32250794	32250851	58	125615233	black
2	32250852	32251036	185	125615418	black
2	32251031	32251752	722	125616134	black
2	32251752	32251997	246	125616379	black
2	32252072	32252267	196	125616649	black
2	32252384	32252533	150	125616915	black
2	32252731	32253793	1063	125618175	black
2	32253796	32253894	99	125618276	black
2	32253920	32253984	65	125618366	black
2	32254128	32254183	56	125618565	black
2	32254243	32254611	369	125618993	black
2	32254618	32254760	143	125619142	black
2	32254761	32254801	41	125619183	black
2	32254791	32255144	354	125619526	black
2	32255149	32255303	155	125619685	black
2	32255282	32255341	60	125619723	black
2	32256150	32256289	140	125620671	black
2	32256587	32256831	245	125621213	black
2	32257199	32257418	220	125621800	black
2	32257420	32257694	275	125622076	black
2	32257695	32257925	231	125622307	black
2	32257926	32258118	193	125622500	black
2	32258118	32258353	236	125622735	black
2	32258119	32258179	61	125622561	black
2	32258246	32258405	160	125622787	black
2	32258389	32258403	15	125622785	black
2	32258404	32258634	231	125623016	black
2	32258635	32258828	194	125623210	black
2	32258830	32258880	51	125623262	black
2	32258909	32259132	224	125623514	black
2	32259002	32259138	137	125623520	black
2	32259602	32259739	138	125624121	black
2	32259644	32259745	102	125624127	black
2	32259767	32261654	1888	125626036	black
2	32261635	32261722	88	125626104	black
2	32261721	32261982	262	125626364	black
2	32261913	32262010	98	125626392	black
2	32261990	32262074	85	125626456	black
2	32262076	32262742	667	125627124	black
2	32262776	32263258	483	125627640	black
2	32263445	32264229	785	125628611	black
2	32264196	32264251	56	125628633	black
2	32264225	32272196	7972	125636578	black
2	32272206	32273009	804	125637391	black
2	32273147	32273466	320	125637848	black
2	32273608	32273737	130	125638119	black
2	32273628	32273739	112	125638121	black
2	32273740	32275241	1502	125639623	black
2	32275242	32275352	111	125639734	black
2	32275264	32275338	75	125639720	black
2	32275339	32275464	126	125639846	black
2	32275640	32276442	803	125640824	black
2	32276554	32277093	540	125641475	black
2	32277081	32277432	352	125641814	black
2	32278002	32278218	217	125642600	black
2	32278255	32278405	151	125642787	black
2	32278406	32279176	771	125643558	black
2	32279192	32279228	37	125643610	black
2	32280739	32281155	417	125645537	black
2	32282220	32282305	86	125646687	black
2	32282437	32282563	127	125646945	black
2	32282610	32282641	32	125647023	black
2	32282680	32282761	82	125647143	black
2	32282763	32282872	110	125647254	black
2	32282877	32283176	300	125647558	black
2	32285481	32285574	94	125649956	black
2	32286749	32286823	75	125651205	black
2	32287032	32287783	752	125652165	black
2	32289586	32290053	468	125654435	black
2	32290173	32290339	167	125654721	black
2	32290633	32290813	181	125655195	black
2	32291241	32291279	39	125655661	black
2	32291777	32291979	203	125656361	black
2	32291980	32292015	36	125656397	black
2	32292038	32293218	1181	125657600	black
2	32293264	32293942	679	125658324	black
2	32293955	32294032	78	125658414	black
2	32294031	32294146	116	125658528	black
2	32294148	32294670	523	125659052	black
2	32294674	32294939	266	125659321	black
2	32294900	32294952	53	125659334	black
2	32295031	32295571	541	125659953	black
2	32295823	32296095	273	125660477	black
2	32296263	32297192	930	125661574	black
2	32297354	32300250	2897	125664632	black
2	32300250	32300898	649	125665280	black
2	32300898	32305130	4233	125669512	black
2	32300899	32301010	112	125665392	black
2	32304817	32305239	423	125669621	black
2	32305109	32305126	18	125669508	black
2	32305127	32305806	680	125670188	black
2	32305204	32305257	54	125669639	black
2	32305725	32305840	116	125670222	black
2	32305787	32305811	25	125670193	black
2	32305812	32305983	172	125670365	black
2	32305976	32308871	2896	125673253	black
2	32308870	32309516	647	125673898	black
2	32309517	32310033	517	125674415	black
2	32310114	32310753	640	125675135	black
2	32310929	32311147	219	125675529	black
2	32311178	32311334	157	125675716	black
2	32311335	32312102	768	125676484	black
2	32312639	32312821	183	125677203	black
2	32313646	32313715	70	125678097	black
2	32313714	32316091	2378	125680473	black
2	32316092	32316138	47	125680520	black
2	32316139	32316149	11	125680531	black
2	32316141	32316301	161	125680683	black
2	32316302	32316561	260	125680943	black
2	32316530	32317406	877	125681788	black
2	32317407	32317511	105	125681893	black
2	32317512	32318549	1038	125682931	black
2	32318550	32318678	129	125683060	black
2	32319349	32319410	62	125683792	black
2	32319411	32319520	110	125683902	black
2	32319525	32319824	300	125684206	black
2	32322086	32322179	94	125686561	black
2	32322921	32322954	34	125687336	black
2	32323487	32323561	75	125687943	black
2	32324064	32324123	60	125688505	black
2	32325641	32326693	1053	125691075	black
2	32326514	32326693	180	125691075	black
2	32326694	32327397	704	125691779	black
2	32327398	32329901	2504	125694283	black
2	32329904	32330881	978	125695263	black
2	32330883	32331352	470	125695734	black
2	32331439	32331761	323	125696143	black
2	32331879	32332158	280	125696540	black
2	32331909	32332623	715	125697005	black
2	32332742	32332888	147	125697270	black
2	32333098	32334153	1056	125698535	black
2	32334156	32334254	99	125698636	black
2	32334280	32334346	67	125698728	black
2	32334340	32334491	152	125698873	black
2	32334490	32334547	58	125698929	black
2	32334905	32336547	1643	125700929	black
2	32336548	32336703	156	125701085	black
2	32336696	32336806	111	125701188	black
2	32336808	32337058	251	125701440	black
2	32337065	32337112	48	125701494	black
2	32337123	32337275	153	125701657	black
2	32337141	32337280	140	125701662	black
2	32337277	32337500	224	125701882	black
2	32337759	32338256	498	125702638	black
2	32338349	32338426	78	125702808	black
2	32338427	32339140	714	125703522	black
2	32340390	32340691	302	125705073	black
2	32340457	32341311	855	125705693	black
2	32342468	32342516	49	125706898	black
2	32342518	32342578	61	125706960	black
2	32342810	32343302	493	125707684	black
2	32343253	32343315	63	125707697	black
2	32343318	32343810	493	125708192	black
2	32343811	32345847	2037	125710229	black
2	32344921	32348434	3514	125712816	black
2	32348419	32349212	794	125713594	black
2	32349182	32349339	158	125713721	black
2	32349546	32349666	121	125714048	black
2	32350089	32350296	208	125714678	black
2	32350297	32350328	32	125714710	black
2	32350350	32351533	1184	125715915	black
2	32351579	32352278	700	125716660	black
2	32352267	32352354	88	125716736	black
2	32352353	32352614	262	125716996	black
2	32352541	32353147	607	125717529	black
2	32352707	32353364	658	125717746	black
2	32353368	32353636	269	125718018	black
2	32353654	32354281	628	125718663	black
2	32354611	32354750	140	125719132	black
2	32355079	32356409	1331	125720791	black
2	32357264	32357494	231	125721876	black
2	32357530	32357706	177	125722088	black
2	32357935	32358049	115	125722431	black
2	32358127	32358326	200	125722708	black
2	32358608	32359456	849	125723838	black
2	32359881	32361156	1276	125725538	black
2	32361440	32362439	1000	125726821	black
2	32362438	32362841	404	125727223	black
2	32362536	32364609	2074	125728991	black
2	32364734	32364998	265	125729380	black
2	32364739	32365033	295	125729415	black
2	32364921	32365051	131	125729433	black
2	32365365	32365424	60	125729806	black
2	32365455	32365542	88	125729924	black
2	32365841	32365978	138	125730360	black
2	32365868	32366163	296	125730545	black
2	32366063	32366175	113	125730557	black
2	32366762	32366912	151	125731294	black
2	32366913	32366938	26	125731320	black
2	32366960	32367096	137	125731478	black
2	32367039	32367099	61	125731481	black
2	32367100	32367173	74	125731555	black
2	32367174	32367381	208	125731763	black
2	32367550	32367584	35	125731966	black
2	32368165	32368265	101	125732647	black
2	32369094	32369213	120	125733595	black
2	32369712	32369755	44	125734137	black
2	32370772	32371240	469	125735622	black
2	32371330	32371437	108	125735819	black
2	32371442	32371555	114	125735937	black
2	32371558	32371656	99	125736038	black
2	32371670	32371748	79	125736130	black
2	32371742	32371921	180	125736303	black
2	32371893	32371950	58	125736332	black
2	32371954	32372419	466	125736801	black
2	32372405	32372565	161	125736947	black
2	32372615	32372928	314	125737310	black
2	32372928	32373096	169	125737478	black
2	32372973	32373127	155	125737509	black
2	32373954	32374135	182	125738517	black
2	32374634	32374703	70	125739085	black
2	32374702	32375045	344	125739427	black
2	32375129	32375317	189	125739699	black
2	32375588	32375928	341	125740310	black
2	32375625	32375947	323	125740329	black
2	32375650	32375985	336	125740367	black
2	32376242	32376548	307	125740930	black
2	32376543	32376705	163	125741087	black
2	32377102	32377314	213	125741696	black
2	32377315	32377602	288	125741984	black
2	32377608	32379760	2153	125744142	black
2	32379758	32380087	330	125744469	black
2	32380105	32380204	100	125744586	black
2	32380376	32380549	174	125744931	black
2	32380779	32381299	521	125745681	black
2	32381302	32385322	4021	125749704	black
2	32385323	32385863	541	125750245	black
2	32386398	32386780	383	125751162	black
2	32387031	32387346	316	125751728	black
2	32387336	32388007	672	125752389	black
2	32388008	32388114	107	125752496	black
2	32388098	32388332	235	125752714	black
2	32388334	32388455	122	125752837	black
2	32388386	32388483	98	125752865	black
2	32388491	32388923	433	125753305	black
2	32388919	32389095	177	125753477	black
2	32389096	32389215	120	125753597	black
2	32389216	32389273	58	125753655	black
2	32391651	32391694	44	125756076	black
2	32391695	32391715	21	125756097	black
2	32393196	32393663	468	125758045	black
2	32393750	32394030	281	125758412	black
2	32394028	32394169	142	125758551	black
2	32394379	32395433	1055	125759815	black
2	32395560	32395626	67	125760008	black
2	32395620	32395698	79	125760080	black
2	32395769	32395826	58	125760208	black
2	32395831	32396295	465	125760677	black
2	32396282	32396433	152	125760815	black
2	32396298	32396462	165	125760844	black
2	32396475	32396834	360	125761216	black
2	32396834	32397020	187	125761402	black
2	32396937	32397040	104	125761422	black
2	32397943	32398106	164	125762488	black
2	32398197	32398309	113	125762691	black
2	32398394	32398579	186	125762961	black
2	32398688	32398852	165	125763234	black
2	32398975	32399072	98	125763454	black
2	32399007	32399116	110	125763498	black
2	32399043	32399237	195	125763619	black
2	32399239	32399557	319	125763939	black
2	32399493	32399573	81	125763955	black
2	32399574	32399782	209	125764164	black
2	32399634	32399790	157	125764172	black
2	32400172	32400508	337	125764890	black
2	32400417	32400544	128	125764926	black
2	32400800	32400948	149	125765330	black
2	32401041	32401281	241	125765663	black
2	32401212	32401304	93	125765686	black
2	32401305	32401497	193	125765879	black
2	32401392	32401558	167	125765940	black
2	32401497	32401734	238	125766116	black
2	32401498	32401549	52	125765931	black
2	32401625	32401786	162	125766168	black
2	32401770	32401784	15	125766166	black
2	32401785	32402025	241	125766407	black
2	32401962	32402048	87	125766430	black
2	32402049	32402240	192	125766622	black
2	32402135	32402253	119	125766635	black
2	32402728	32402771	44	125767153	black
2	32402998	32404184	1187	125768566	black
2	32404253	32404395	143	125768777	black
2	32404417	32404519	103	125768901	black
2	32404504	32405294	791	125769676	black
2	32404859	32405514	656	125769896	black
2	32405549	32405829	281	125770211	black
2	32405819	32406093	275	125770475	black
2	32405937	32406112	176	125770494	black
2	32406128	32407595	1468	125771977	black
2	32407636	32407965	330	125772347	black
2	32408195	32408406	212	125772788	black
2	32408408	32408997	590	125773379	black
2	32409031	32409112	82	125773494	black
2	32409283	32409501	219	125773883	black
2	32409530	32409708	179	125774090	black
2	32409940	32410024	85	125774406	black
